exec ${PAGER:-/usr/bin/less} "$0" || exit 1
Executing tests from //examples:Circle
-----------------------------------------------------------------------------
frame,robot_id,x,y,has_collided
4,6,0.711088,2.14588,0
4,7,0.141683,2.25189,0
4,8,-0.4115,2.21791,0
4,9,-0.950598,2.05105,0
4,10,-1.4334,1.75798,0
4,11,-1.8358,1.34375,0
4,12,-2.08698,0.826295,0
4,13,-2.26345,0.310785,0
4,14,-2.25039,-0.273939,0
4,15,-2.11343,-0.824148,0
4,16,-1.82592,-1.30916,0
4,17,-1.4511,-1.73342,0
4,18,-0.960709,-2.0416,0
4,19,-0.433863,-2.21364,0
4,20,0.1288,-2.25696,0
4,21,0.697243,-2.14591,0
4,22,1.19924,-1.91034,0
4,23,1.63822,-1.55228,0
4,24,1.9722,-1.09481,0
4,25,2.21227,-0.585499,0
5,0,0,0,0
5,1,2.22579,-0.0160541,0
5,2,2.13988,0.52214,0
5,3,1.94913,1.04478,0
5,4,1.59621,1.49893,0
5,5,1.2049,1.85446,0
5,6,0.705029,2.0966,0
5,7,0.137497,2.18536,0
5,8,-0.391127,2.17665,0
5,9,-0.922428,1.99063,0
5,10,-1.39108,1.70647,0
5,11,-1.78699,1.31513,0
5,12,-2.05251,0.823157,0
5,13,-2.20719,0.298027,0
5,14,-2.18546,-0.258827,0
5,15,-2.07408,-0.796157,0
5,16,-1.7974,-1.27322,0
5,17,-1.42764,-1.68894,0
5,18,-0.932324,-1.98128,0
5,19,-0.437617,-2.16778,0
5,20,0.11629,-2.20891,0
5,21,0.676642,-2.08251,0
5,22,1.17462,-1.87495,0
5,23,1.59557,-1.52481,0
5,24,1.91384,-1.06258,0
5,25,2.16049,-0.565498,0
6,0,0,0,0
6,1,2.19791,-0.0317477,0
6,2,2.07522,0.505924,0
6,3,1.89564,1.01288,0
6,4,1.54761,1.4533,0
6,5,1.1965,1.81049,0
6,6,0.687879,2.03671,0
6,7,0.133311,2.11882,0
6,8,-0.386739,2.11919,0
6,9,-0.88743,1.93389,0
6,10,-1.35046,1.67722,0
6,11,-1.74129,1.2765,0
6,12,-2.00573,0.80436,0
6,13,-2.1574,0.302155,0
6,14,-2.15386,-0.244647,0
6,15,-2.03689,-0.763219,0
6,16,-1.74324,-1.23433,0
6,17,-1.38966,-1.63958,0
6,18,-0.903939,-1.92095,0
6,19,-0.44599,-2.12382,0
6,20,0.110191,-2.14691,0
6,21,0.656041,-2.0191,0
6,22,1.13947,-1.85183,0
6,23,1.54903,-1.48473,0
6,24,1.85548,-1.03035,0
6,25,2.11016,-0.558305,0
7,0,0,0,0
7,1,2.13125,-0.0312972,0
7,2,2.01227,0.483962,0
7,3,1.85007,0.981491,0
7,4,1.53928,1.41196,0
7,5,1.16388,1.76566,0
7,6,0.676662,1.98206,0
7,7,0.130848,2.06794,0
7,8,-0.367581,2.07545,0
7,9,-0.866043,1.90938,0
7,10,-1.31144,1.63793,0
7,11,-1.68743,1.23721,0
7,12,-1.96552,0.802983,0
7,13,-2.09131,0.293384,0
7,14,-2.08763,-0.237034,0
7,15,-1.97687,-0.738887,0
7,16,-1.6928,-1.19074,0
7,17,-1.35884,-1.59362,0
7,18,-0.911405,-1.87946,0
7,19,-0.432168,-2.07013,0
7,20,0.100501,-2.09197,0
7,21,0.620816,-1.99594,0
7,22,1.11443,-1.8028,0
7,23,1.50396,-1.4513,0
7,24,1.81268,-1.02049,0
7,25,2.05599,-0.539308,0
8,0,0,0,0
8,1,2.08424,-0.0399789,0
8,2,1.97301,0.465863,0
8,3,1.81152,0.946296,0
8,4,1.5062,1.37804,0
8,5,1.1356,1.70529,0
8,6,0.668161,1.94531,0
8,7,0.123527,2.00168,0
8,8,-0.356268,2.00975,0
8,9,-0.838044,1.84888,0
8,10,-1.27038,1.59655,0
8,11,-1.63358,1.19792,0
8,12,-1.917,0.775385,0
8,13,-2.02508,0.300997,0
8,14,-2.03759,-0.228672,0
8,15,-1.93582,-0.711066,0
8,16,-1.66287,-1.15811,0
8,17,-1.33596,-1.54671,0
8,18,-0.893134,-1.83574,0
8,19,-0.428098,-2.00358,0
8,20,0.0725911,-2.07345,0
8,21,0.604248,-1.95024,0
8,22,1.07073,-1.75245,0
8,23,1.47502,-1.45062,0
8,24,1.76892,-0.997435,0
8,25,1.9912,-0.523588,0
9,0,0,0,0
9,1,2.04327,-0.0569467,0
9,2,1.94234,0.446343,0
9,3,1.7528,0.914739,0
9,4,1.46049,1.32951,0
9,5,1.09933,1.64936,0
9,6,0.638459,1.88894,0
9,7,0.128678,1.93521,0
9,8,-0.338432,1.96114,0
9,9,-0.812492,1.81186,0
9,10,-1.23333,1.55595,0
9,11,-1.59702,1.17603,0
9,12,-1.87384,0.782583,0
9,13,-1.99052,0.293426,0
9,14,-1.97136,-0.221059,0
9,15,-1.87357,-0.687195,0
9,16,-1.60859,-1.11941,0
9,17,-1.29297,-1.49575,0
9,18,-0.868509,-1.77379,0
9,19,-0.414957,-1.93822,0
9,20,0.0912944,-2.03004,0
9,21,0.579678,-1.88826,0
9,22,1.03544,-1.69589,0
9,23,1.4405,-1.41184,0
9,24,1.71046,-0.965396,0
9,25,1.92642,-0.507867,0
10,0,0,0,0
10,1,1.99594,-0.0651702,0
10,2,1.89709,0.438061,0
10,3,1.70046,0.873445,0
10,4,1.42417,1.28676,0
10,5,1.06785,1.59825,0
10,6,0.631726,1.8522,0
10,7,0.132064,1.90613,0
10,8,-0.316011,1.91981,0
10,9,-0.787989,1.77478,0
10,10,-1.19131,1.50419,0
10,11,-1.54348,1.13631,0
10,12,-1.81206,0.757525,0
10,13,-1.92771,0.287416,0
10,14,-1.92291,-0.213168,0
10,15,-1.8292,-0.665353,0
10,16,-1.56835,-1.09035,0
10,17,-1.26505,-1.44988,0
10,18,-0.850468,-1.72067,0
10,19,-0.406551,-1.88717,0
10,20,0.0930638,-1.98524,0
10,21,0.593666,-1.85345,0
10,22,1.00328,-1.6576,0
10,23,1.40419,-1.3739,0
10,24,1.6863,-0.963667,0
10,25,1.87397,-0.509084,0
11,0,0,0,0
11,1,1.94662,-0.0706795,0
11,2,1.86053,0.422481,0
11,3,1.6708,0.860456,0
11,4,1.40891,1.26326,0
11,5,1.03145,1.54925,0
11,6,0.602488,1.79229,0
11,7,0.141808,1.88302,0
11,8,-0.302432,1.86044,0
11,9,-0.758494,1.72098,0
11,10,-1.14122,1.46019,0
11,11,-1.5021,1.11037,0
11,12,-1.78638,0.75177,0
11,13,-1.89041,0.298345,0
11,14,-1.88696,-0.201529,0
11,15,-1.79914,-0.649519,0
11,16,-1.51407,-1.05166,0
11,17,-1.24403,-1.41329,0
11,18,-0.822196,-1.6603,0
11,19,-0.392941,-1.8219,0
11,20,0.0881636,-1.95179,0
11,21,0.57983,-1.83443,0
11,22,1.01345,-1.64077,0
11,23,1.356,-1.32782,0
11,24,1.6564,-0.95645,0
11,25,1.83744,-0.512677,0
12,0,0,0,0
12,1,1.87996,-0.06962,0
12,2,1.79527,0.408878,0
12,3,1.63046,0.843567,0
12,4,1.36096,1.21817,0
12,5,0.995201,1.4933,0
12,6,0.590667,1.74624,0
12,7,0.136396,1.8472,0
12,8,-0.291973,1.82138,0
12,9,-0.742881,1.69903,0
12,10,-1.12034,1.45214,0
12,11,-1.46096,1.0779,0
12,12,-1.75936,0.763063,0
12,13,-1.82439,0.289106,0
12,14,-1.82283,-0.193755,0
12,15,-1.7381,-0.62554,0
12,16,-1.46762,-1.00383,0
12,17,-1.20463,-1.37566,0
12,18,-0.805681,-1.60416,0
12,19,-0.376586,-1.76185,0
12,20,0.0868277,-1.90587,0
12,21,0.578061,-1.79293,0
12,22,0.977729,-1.58628,0
12,23,1.30782,-1.28175,0
12,24,1.62091,-0.950082,0
12,25,1.80844,-0.511325,0
13,0,0,0,0
13,1,1.8147,-0.0832228,0
13,2,1.75552,0.393018,0
13,3,1.58979,0.824265,0
13,4,1.33062,1.20076,0
13,5,0.982081,1.46524,0
13,6,0.573597,1.69801,0
13,7,0.144993,1.81979,0
13,8,-0.281918,1.75547,0
13,9,-0.715207,1.63837,0
13,10,-1.07817,1.4005,0
13,11,-1.40715,1.03855,0
13,12,-1.70267,0.727979,0
13,13,-1.77233,0.295387,0
13,14,-1.78558,-0.185781,0
13,15,-1.70703,-0.595635,0
13,16,-1.43766,-0.977839,0
13,17,-1.19634,-1.33142,0
13,18,-0.787738,-1.57509,0
13,19,-0.359693,-1.69736,0
13,20,0.0906006,-1.8551,0
13,21,0.572113,-1.75454,0
13,22,0.972009,-1.56834,0
13,23,1.28454,-1.27655,0
13,24,1.581,-0.930388,0
13,25,1.76798,-0.498274,0
14,0,0,0,0
14,1,1.79831,-0.0882369,0
14,2,1.69158,0.378513,0
14,3,1.53541,0.795983,0
14,4,1.28164,1.15552,0
14,5,0.940841,1.41286,0
14,6,0.558123,1.64464,0
14,7,0.1317,1.76131,0
14,8,-0.279509,1.71471,0
14,9,-0.686526,1.59996,0
14,10,-1.05016,1.3671,0
14,11,-1.37615,1.02834,0
14,12,-1.66008,0.743378,0
14,13,-1.75194,0.295242,0
14,14,-1.75947,-0.163984,0
14,15,-1.64463,-0.572171,0
14,16,-1.38323,-0.939343,0
14,17,-1.15297,-1.28079,0
14,18,-0.762733,-1.5165,0
14,19,-0.346656,-1.63198,0
14,20,0.0938522,-1.8015,0
14,21,0.568035,-1.71675,0
14,22,0.959898,-1.5746,0
14,23,1.23728,-1.22953,0
14,24,1.52298,-0.89755,0
14,25,1.73931,-0.503342,0
15,0,0,0,0
15,1,1.7621,-0.0836059,0
15,2,1.6302,0.352485,0
15,3,1.49326,0.769834,0
15,4,1.25334,1.12301,0
15,5,0.923544,1.37941,0
15,6,0.552852,1.60833,0
15,7,0.139742,1.74363,0
15,8,-0.274838,1.69838,0
15,9,-0.675726,1.59775,0
15,10,-1.00843,1.31512,0
15,11,-1.35123,1.04961,0
15,12,-1.59856,0.717691,0
15,13,-1.68595,0.285753,0
15,14,-1.6938,-0.155992,0
15,15,-1.5902,-0.533675,0
15,16,-1.35324,-0.915006,0
15,17,-1.13472,-1.23887,0
15,18,-0.746406,-1.47626,0
15,19,-0.347564,-1.5959,0
15,20,0.0933979,-1.74671,0
15,21,0.564457,-1.67622,0
15,22,0.929783,-1.51512,0
15,23,1.18445,-1.18887,0
15,24,1.47372,-0.870639,0
15,25,1.69981,-0.490587,0
16,0,0,0,0
16,1,1.72387,-0.0746283,0
16,2,1.56756,0.32968,0
16,3,1.45276,0.740349,0
16,4,1.24248,1.09628,0
16,5,0.931812,1.36146,0
16,6,0.531817,1.54507,0
16,7,0.135087,1.67712,0
16,8,-0.263096,1.63275,0
16,9,-0.648326,1.53697,0
16,10,-0.958779,1.27063,0
16,11,-1.31744,1.02739,0
16,12,-1.55175,0.706865,0
16,13,-1.65779,0.289441,0
16,14,-1.67231,-0.123997,0
16,15,-1.57342,-0.518946,0
16,16,-1.31955,-0.879995,0
16,17,-1.13055,-1.22257,0
16,18,-0.720336,-1.4149,0
16,19,-0.327726,-1.53225,0
16,20,0.0893329,-1.68017,0
16,21,0.557406,-1.63649,0
16,22,0.912118,-1.49075,0
16,23,1.17191,-1.16785,0
16,24,1.43125,-0.857638,0
16,25,1.65949,-0.479991,0
17,0,0,0,0
17,1,1.68844,-0.0678095,0
17,2,1.50491,0.306875,0
17,3,1.40888,0.711882,0
17,4,1.22691,1.06837,0
17,5,0.895317,1.30567,0
17,6,0.522838,1.47901,0
17,7,0.143246,1.63051,0
17,8,-0.256168,1.59864,0
17,9,-0.621061,1.51351,0
17,10,-0.941198,1.25496,0
17,11,-1.2758,1.00843,0
17,12,-1.54465,0.717246,0
17,13,-1.64263,0.313214,0
17,14,-1.6328,-0.114846,0
17,15,-1.51663,-0.48403,0
17,16,-1.26806,-0.837654,0
17,17,-1.08594,-1.1736,0
17,18,-0.703456,-1.36798,0
17,19,-0.327652,-1.49673,0
17,20,0.0872265,-1.62205,0
17,21,0.544641,-1.59377,0
17,22,0.900231,-1.47109,0
17,23,1.12385,-1.12164,0
17,24,1.37331,-0.824655,0
17,25,1.60485,-0.466101,0
18,0,0,0,0
18,1,1.64607,-0.0596717,0
18,2,1.49616,0.311705,0
18,3,1.36579,0.683431,0
18,4,1.19091,1.04006,0
18,5,0.896619,1.28614,0
18,6,0.52852,1.45414,0
18,7,0.143719,1.58,0
18,8,-0.238781,1.57548,0
18,9,-0.60333,1.49698,0
18,10,-0.899654,1.20282,0
18,11,-1.22249,0.968392,0
18,12,-1.53354,0.744882,0
18,13,-1.57947,0.307897,0
18,14,-1.57601,-0.0799303,0
18,15,-1.48203,-0.474529,0
18,16,-1.24689,-0.81477,0
18,17,-1.08217,-1.13485,0
18,18,-0.702138,-1.34411,0
18,19,-0.325953,-1.46255,0
18,20,0.0834131,-1.55549,0
18,21,0.53209,-1.55665,0
18,22,0.887766,-1.43622,0
18,23,1.07059,-1.08154,0
18,24,1.33817,-0.817577,0
18,25,1.5574,-0.454916,0
19,0,0,0,0
19,1,1.60819,-0.0558894,0
19,2,1.48928,0.317358,0
19,3,1.3069,0.652174,0
19,4,1.17773,1.01219,0
19,5,0.903397,1.28241,0
19,6,0.525859,1.42316,0
19,7,0.142333,1.51335,0
19,8,-0.222111,1.56102,0
19,9,-0.576826,1.43581,0
19,10,-0.852113,1.15608,0
19,11,-1.18213,0.948298,0
19,12,-1.50584,0.735349,0
19,13,-1.52268,0.342813,0
19,14,-1.57297,-0.070808,0
19,15,-1.4394,-0.449709,0
19,16,-1.20077,-0.766626,0
19,17,-1.03699,-1.08721,0
19,18,-0.676257,-1.28267,0
19,19,-0.312707,-1.39721,0
19,20,0.0794636,-1.48894,0
19,21,0.519217,-1.51108,0
19,22,0.876242,-1.42608,0
19,23,1.01752,-1.0412,0
19,24,1.32243,-0.806011,0
19,25,1.50503,-0.439801,0
20,0,0,0,0
20,1,1.56317,-0.0465301,0
20,2,1.45277,0.321007,0
20,3,1.24802,0.620918,0
20,4,1.14452,0.982635,0
20,5,0.893396,1.26177,0
20,6,0.511474,1.35806,0
20,7,0.152821,1.48101,0
20,8,-0.217196,1.51257,0
20,9,-0.531858,1.39545,0
20,10,-0.854322,1.16602,0
20,11,-1.16017,0.963559,0
20,12,-1.48277,0.773808,0
20,13,-1.52681,0.348851,0
20,14,-1.54712,-0.0757063,0
20,15,-1.39328,-0.401565,0
20,16,-1.22994,-0.757244,0
20,17,-1.02063,-1.05418,0
20,18,-0.668038,-1.25893,0
20,19,-0.308467,-1.36484,0
20,20,0.0668243,-1.44375,0
20,21,0.506124,-1.46101,0
20,22,0.864522,-1.41079,0
20,23,0.968227,-0.996314,0
20,24,1.26936,-0.765668,0
20,25,1.44987,-0.424243,0
21,0,0,0,0
21,1,1.52302,-0.0426558,0
21,2,1.44494,0.32806,0
21,3,1.18295,0.606417,0
21,4,1.12519,0.958617,0
21,5,0.891217,1.24592,0
21,6,0.497089,1.29297,0
21,7,0.152837,1.46237,0
21,8,-0.195678,1.51212,0
21,9,-0.51262,1.33162,0
21,10,-0.831321,1.14686,0
21,11,-1.11003,0.920294,0
21,12,-1.42186,0.746705,0
21,13,-1.47974,0.344093,0
21,14,-1.56563,-0.0546792,0
21,15,-1.32767,-0.38978,0
21,16,-1.23213,-0.741446,0
21,17,-0.97451,-1.00604,0
21,18,-0.644596,-1.19652,0
21,19,-0.295962,-1.29936,0
21,20,0.0660697,-1.37708,0
21,21,0.488619,-1.40826,0
21,22,0.848656,-1.34948,0
21,23,0.91702,-0.953625,0
21,24,1.22847,-0.752814,0
21,25,1.42239,-0.427045,0
22,0,0,0,0
22,1,1.45636,-0.041949,0
22,2,1.37837,0.324405,0
22,3,1.12428,0.574758,0
22,4,1.07256,0.939217,0
22,5,0.871367,1.22122,0
22,6,0.481276,1.24289,0
22,7,0.159515,1.39604,0
22,8,-0.196705,1.44809,0
22,9,-0.480192,1.27337,0
22,10,-0.7826,1.10135,0
22,11,-1.06272,0.875228,0
22,12,-1.36986,0.714647,0
22,13,-1.43103,0.325832,0
22,14,-1.50472,-0.0817821,0
22,15,-1.26675,-0.362702,0
22,16,-1.19408,-0.726959,0
22,17,-0.962326,-0.95338,0
22,18,-0.646606,-1.19007,0
22,19,-0.295365,-1.28737,0
22,20,0.0574908,-1.3414,0
22,21,0.453291,-1.38455,0
22,22,0.836725,-1.3398,0
22,23,0.865813,-0.910937,0
22,24,1.21043,-0.757705,0
22,25,1.38826,-0.422071,0
23,0,0,0,0
23,1,1.40395,-0.0405485,0
23,2,1.33458,0.323508,0
23,3,1.08569,0.583837,0
23,4,1.05336,0.911517,0
23,5,0.83903,1.2103,0
23,6,0.474849,1.17654,0
23,7,0.16328,1.36558,0
23,8,-0.184748,1.41875,0
23,9,-0.441999,1.23791,0
23,10,-0.79379,1.12825,0
23,11,-1.00673,0.839039,0
23,12,-1.32847,0.67743,0
23,13,-1.38755,0.299267,0
23,14,-1.48223,-0.0774501,0
23,15,-1.20584,-0.389805,0
23,16,-1.16729,-0.665913,0
23,17,-0.972058,-0.981232,0
23,18,-0.642151,-1.16961,0
23,19,-0.294332,-1.22071,0
23,20,0.061397,-1.276,0
23,21,0.43546,-1.32209,0
23,22,0.801161,-1.28341,0
23,23,0.818091,-0.864386,0
23,24,1.17711,-0.750038,0
23,25,1.33972,-0.417822,0
24,0,0,0,0
24,1,1.36004,-0.0414395,0
24,2,1.31918,0.322999,0
24,3,1.02717,0.551898,0
24,4,1.02436,0.917635,0
24,5,0.833123,1.19706,0
24,6,0.459585,1.11164,0
24,7,0.173618,1.29972,0
24,8,-0.186085,1.35491,0
24,9,-0.422684,1.1741,0
24,10,-0.785819,1.13476,0
24,11,-0.953708,0.798631,0
24,12,-1.27528,0.64659,0
24,13,-1.41041,0.297267,0
24,14,-1.46052,-0.0803215,0
24,15,-1.23676,-0.342271,0
24,16,-1.18116,-0.698001,0
24,17,-0.971367,-0.991945,0
24,18,-0.640697,-1.10577,0
24,19,-0.280789,-1.15543,0
24,20,0.0534063,-1.26827,0
24,21,0.414487,-1.31111,0
24,22,0.767248,-1.29579,0
24,23,0.770369,-0.817834,0
24,24,1.13996,-0.747182,0
24,25,1.30201,-0.414506,0
25,0,0,0,0
25,1,1.32167,-0.04144,0
25,2,1.25752,0.316551,0
25,3,0.977324,0.50763,0
25,4,0.991387,0.890481,0
25,5,0.772276,1.17676,0
25,6,0.467166,1.04541,0
25,7,0.172371,1.25232,0
25,8,-0.168815,1.33149,0
25,9,-0.458807,1.11807,0
25,10,-0.781132,1.10801,0
25,11,-0.91527,0.79906,0
25,12,-1.22613,0.614319,0
25,13,-1.45997,0.323798,0
25,14,-1.48942,-0.0685568,0
25,15,-1.21103,-0.310134,0
25,16,-1.13963,-0.671316,0
25,17,-0.963374,-0.929473,0
25,18,-0.621121,-1.04627,0
25,19,-0.27187,-1.08937,0
25,20,0.0680716,-1.20791,0
25,21,0.382296,-1.28208,0
25,22,0.740752,-1.23872,0
25,23,0.722647,-0.771283,0
25,24,1.09581,-0.738581,0
25,25,1.26765,-0.413936,0
26,0,0,0,0
26,1,1.28956,-0.0418255,0
26,2,1.23198,0.316995,0
26,3,0.956453,0.55193,0
26,4,0.97895,0.868341,0
26,5,0.764216,1.12553,0
26,6,0.430827,0.989514,0
26,7,0.178194,1.18591,0
26,8,-0.172075,1.26907,0
26,9,-0.435427,1.0694,0
26,10,-0.735292,1.09695,0
26,11,-0.862503,0.758315,0
26,12,-1.22302,0.651653,0
26,13,-1.46764,0.331181,0
26,14,-1.4805,-0.0706346,0
26,15,-1.1984,-0.259807,0
26,16,-1.12769,-0.60678,0
26,17,-0.949869,-0.921281,0
26,18,-0.611063,-0.984375,0
26,19,-0.253385,-1.02531,0
26,20,0.0443891,-1.14559,0
26,21,0.374025,-1.31614,0
26,22,0.744532,-1.236,0
26,23,0.674925,-0.724731,0
26,24,1.0699,-0.740503,0
26,25,1.23324,-0.413329,0
27,0,0.00460638,0.00956203,0
27,1,1.24126,-0.0431777,0
27,2,1.16609,0.306891,0
27,3,0.898238,0.519442,0
27,4,0.935568,0.90277,0
27,5,0.721925,1.10386,0
27,6,0.43683,0.923118,0
27,7,0.191237,1.19376,0
27,8,-0.15122,1.26744,0
27,9,-0.369267,1.06119,0
27,10,-0.731321,1.05533,0
27,11,-0.834581,0.752794,0
27,12,-1.19662,0.672182,0
27,13,-1.45676,0.329306,0
27,14,-1.48718,-0.054271,0
27,15,-1.17549,-0.197202,0
27,16,-1.10578,-0.582118,0
27,17,-0.941908,-0.864772,0
27,18,-0.594216,-0.9641,0
27,19,-0.290154,-0.969704,0
27,20,0.060824,-1.08715,0
27,21,0.360057,-1.30332,0
27,22,0.713591,-1.21253,0
27,23,0.626373,-0.716121,0
27,24,1.02649,-0.731305,0
27,25,1.18417,-0.405757,0
28,0,0,9.31323e-10,0
28,1,1.20636,-0.0451373,0
28,2,1.15311,0.317198,0
28,3,0.887957,0.577921,0
28,4,0.919136,0.888619,0
28,5,0.713607,1.06529,0
28,6,0.408716,0.87386,0
28,7,0.215186,1.13154,0
28,8,-0.153444,1.20451,0
28,9,-0.369476,1.05894,0
28,10,-0.677561,1.04017,0
28,11,-0.794349,0.699635,0
28,12,-1.20455,0.687462,0
28,13,-1.44257,0.330859,0
28,14,-1.50002,-0.0399905,0
28,15,-1.11937,-0.161205,0
28,16,-1.08485,-0.518822,0
28,17,-0.941084,-0.863967,0
28,18,-0.631809,-0.909044,0
28,19,-0.271686,-0.905646,0
28,20,0.0367694,-1.02498,0
28,21,0.337872,-1.28831,0
28,22,0.693298,-1.20086,0
28,23,0.579027,-0.669187,0
28,24,1.00524,-0.733993,0
28,25,1.15275,-0.406432,0
29,0,0.0210547,-0.00337127,0
29,1,1.15612,-0.0462356,0
29,2,1.08807,0.302525,0
29,3,0.830261,0.54452,0
29,4,0.880255,0.937334,0
29,5,0.683045,1.08601,0
29,6,0.426848,0.809707,0
29,7,0.228937,1.12922,0
29,8,-0.112638,1.19858,0
29,9,-0.317943,1.06601,0
29,10,-0.673674,0.984999,0
29,11,-0.771053,0.701312,0
29,12,-1.17022,0.644375,0
29,13,-1.41853,0.327777,0
29,14,-1.4529,-0.0362297,0
29,15,-1.07584,-0.110713,0
29,16,-1.14307,-0.507706,0
29,17,-0.979588,-0.809543,0
29,18,-0.618626,-0.870626,0
29,19,-0.289762,-0.841477,0
29,20,0.0486715,-0.964433,0
29,21,0.315026,-1.24801,0
29,22,0.665064,-1.16579,0
29,23,0.535769,-0.652219,0
29,24,0.986803,-0.739648,0
29,25,1.13083,-0.4081,0
30,0,0.00503699,0.0261704,0
30,1,1.09187,-0.0577859,0
30,2,1.0218,0.29533,0
30,3,0.767085,0.523231,0
30,4,0.8755,0.917928,0
30,5,0.6474,1.02967,0
30,6,0.477133,0.818081,0
30,7,0.250702,1.06917,0
30,8,-0.102168,1.13274,0
30,9,-0.299811,1.00186,0
30,10,-0.634414,0.981195,0
30,11,-0.816534,0.663091,0
30,12,-1.15976,0.644075,0
30,13,-1.40093,0.329126,0
30,14,-1.41443,-0.0366905,0
30,15,-1.00938,-0.10544,0
30,16,-1.17071,-0.454199,0
30,17,-0.941212,-0.771773,0
30,18,-0.636326,-0.816264,0
30,19,-0.276248,-0.776194,0
30,20,0.0447156,-0.897884,0
30,21,0.285688,-1.19511,0
30,22,0.638595,-1.11348,0
30,23,0.538864,-0.617453,0
30,24,0.961774,-0.73887,0
30,25,1.09797,-0.407228,0
31,0,-0.0412591,0.0303115,0
31,1,1.09017,-0.0570534,0
31,2,0.972214,0.284356,0
31,3,0.700472,0.52054,0
31,4,0.908377,0.859932,0
31,5,0.672158,1.0484,0
31,6,0.484706,0.751846,0
31,7,0.266216,1.07317,0
31,8,-0.0404641,1.1075,0
31,9,-0.274101,0.94035,0
31,10,-0.617763,0.941408,0
31,11,-0.81023,0.599431,0
31,12,-1.1847,0.612017,0
31,13,-1.39622,0.347377,0
31,14,-1.34804,-0.0307231,0
31,15,-0.945665,-0.0858346,0
