exec ${PAGER:-/usr/bin/less} "$0" || exit 1
Executing tests from //examples:Circle
-----------------------------------------------------------------------------
frame,robot_id,x,y,has_collided
4,6,0.700079,2.13923,0
4,7,0.141009,2.24126,0
4,8,-0.418173,2.209,0
4,9,-0.954067,2.03867,0
4,10,-1.42396,1.74083,0
4,11,-1.82862,1.3323,0
4,12,-2.08216,0.824385,0
4,13,-2.24427,0.286556,0
4,14,-2.22201,-0.278897,0
4,15,-2.10433,-0.830062,0
4,16,-1.82074,-1.31888,0
4,17,-1.43842,-1.73129,0
4,18,-0.956171,-2.03197,0
4,19,-0.424378,-2.20781,0
4,20,0.136585,-2.24672,0
4,21,0.693958,-2.13578,0
4,22,1.20193,-1.89971,0
4,23,1.63637,-1.54169,0
4,24,1.97116,-1.08949,0
4,25,2.17482,-0.571018,0
5,0,0,0,0
5,1,2.1955,-0.00530273,0
5,2,2.11372,0.539811,0
5,3,1.92889,1.0513,0
5,4,1.58844,1.49165,0
5,5,1.17078,1.84079,0
5,6,0.686432,2.08678,0
5,7,0.136823,2.17473,0
5,8,-0.406643,2.14333,0
5,9,-0.925769,1.9783,0
5,10,-1.39036,1.69954,0
5,11,-1.77787,1.2967,0
5,12,-2.02018,0.799844,0
5,13,-2.18525,0.277431,0
5,14,-2.15587,-0.270567,0
5,15,-2.05669,-0.807486,0
5,16,-1.76657,-1.28002,0
5,17,-1.40642,-1.68755,0
5,18,-0.927785,-1.97164,0
5,19,-0.410927,-2.14252,0
5,20,0.129968,-2.19293,0
5,21,0.673357,-2.07238,0
5,22,1.16702,-1.84291,0
5,23,1.58805,-1.49576,0
5,24,1.92992,-1.07403,0
5,25,2.11042,-0.553804,0
6,0,0,0,0
6,1,2.13725,-0.00740929,0
6,2,2.0614,0.514148,0
6,3,1.87685,1.02534,0
6,4,1.5454,1.44881,0
6,5,1.13814,1.78715,0
6,6,0.666271,2.03238,0
6,7,0.134769,2.11403,0
6,8,-0.393514,2.08449,0
6,9,-0.899715,1.92063,0
6,10,-1.35253,1.65836,0
6,11,-1.72808,1.2622,0
6,12,-1.96849,0.782211,0
6,13,-2.12552,0.268418,0
6,14,-2.08972,-0.262236,0
6,15,-2.00237,-0.788177,0
6,16,-1.71261,-1.24086,0
6,17,-1.3676,-1.64426,0
6,18,-0.903531,-1.91596,0
6,19,-0.400318,-2.08063,0
6,20,0.128686,-2.13493,0
6,21,0.652924,-2.01519,0
6,22,1.13312,-1.7928,0
6,23,1.54267,-1.45173,0
6,24,1.88457,-1.04539,0
6,25,2.04441,-0.544444,0
7,0,0,0,0
7,1,2.0805,-0.0261055,0
7,2,2.01016,0.50102,0
7,3,1.82056,0.989621,0
7,4,1.50421,1.41701,0
7,5,1.10137,1.73153,0
7,6,0.653336,1.98119,0
7,7,0.129494,2.04757,0
7,8,-0.381128,2.02826,0
7,9,-0.871552,1.8602,0
7,10,-1.3152,1.61852,0
7,11,-1.67419,1.22295,0
7,12,-1.91795,0.76251,0
7,13,-2.06515,0.260877,0
7,14,-2.02358,-0.253906,0
7,15,-1.9465,-0.767728,0
7,16,-1.65866,-1.20171,0
7,17,-1.33678,-1.60146,0
7,18,-0.876945,-1.87124,0
7,19,-0.386611,-2.01538,0
7,20,0.12187,-2.08258,0
7,21,0.633364,-1.95146,0
7,22,1.10033,-1.7466,0
7,23,1.49642,-1.40372,0
7,24,1.83711,-1.01631,0
7,25,1.9795,-0.529257,0
8,0,0,0,0
8,1,2.01886,-0.0245151,0
8,2,1.94554,0.484647,0
8,3,1.76207,0.95763,0
8,4,1.45804,1.37556,0
8,5,1.06563,1.67526,0
8,6,0.633317,1.92744,0
8,7,0.125298,1.98104,0
8,8,-0.372252,1.96964,0
8,9,-0.843212,1.79986,0
8,10,-1.27981,1.57201,0
8,11,-1.6203,1.1837,0
8,12,-1.86533,0.745982,0
8,13,-2.00535,0.251931,0
8,14,-1.95742,-0.245688,0
8,15,-1.88982,-0.746693,0
8,16,-1.6047,-1.16256,0
8,17,-1.29954,-1.55795,0
8,18,-0.850294,-1.81282,0
8,19,-0.374089,-1.9499,0
8,20,0.120693,-2.02523,0
8,21,0.612773,-1.88805,0
8,22,1.07072,-1.69554,0
8,23,1.44346,-1.36322,0
8,24,1.78758,-0.986761,0
8,25,1.93699,-0.528511,0
9,0,0,0,0
9,1,1.96886,-0.0244176,0
9,2,1.89122,0.474974,0
9,3,1.71861,0.92865,0
9,4,1.4204,1.34028,0
9,5,1.04008,1.62964,0
9,6,0.616318,1.87358,0
9,7,0.115625,1.93084,0
9,8,-0.362541,1.91811,0
9,9,-0.822786,1.75295,0
9,10,-1.24405,1.52944,0
9,11,-1.57823,1.15971,0
9,12,-1.81237,0.729078,0
9,13,-1.94486,0.244544,0
9,14,-1.90768,-0.239434,0
9,15,-1.83299,-0.725001,0
9,16,-1.56474,-1.13179,0
9,17,-1.26404,-1.51175,0
9,18,-0.823566,-1.76841,0
9,19,-0.36968,-1.89635,0
9,20,0.116638,-1.9674,0
9,21,0.603042,-1.83803,0
9,22,1.03845,-1.65099,0
9,23,1.42055,-1.34181,0
9,24,1.7393,-0.95956,0
9,25,1.88898,-0.509023,0
10,0,0,0,0
10,1,1.90225,-0.0217324,0
10,2,1.82661,0.458544,0
10,3,1.66009,0.896719,0
10,4,1.37185,1.29459,0
10,5,1.0043,1.57339,0
10,6,0.595615,1.81021,0
10,7,0.111526,1.8643,0
10,8,-0.352946,1.85214,0
10,9,-0.794426,1.69262,0
10,10,-1.20174,1.47792,0
10,11,-1.53997,1.13296,0
10,12,-1.75045,0.704387,0
10,13,-1.87872,0.236205,0
10,14,-1.86122,-0.223312,0
10,15,-1.76949,-0.704692,0
10,16,-1.5266,-1.10337,0
10,17,-1.21879,-1.46279,0
10,18,-0.812701,-1.72672,0
10,19,-0.352389,-1.85387,0
10,20,0.112558,-1.90086,0
10,21,0.586476,-1.77345,0
10,22,1.01008,-1.59066,0
10,23,1.37201,-1.29611,0
10,24,1.6809,-0.927404,0
10,25,1.82449,-0.492107,0
11,0,0,0,0
11,1,1.84641,-0.0229684,0
11,2,1.7704,0.446545,0
11,3,1.61064,0.870211,0
11,4,1.333,1.25341,0
11,5,0.974175,1.5247,0
11,6,0.580019,1.7548,0
11,7,0.105218,1.80615,0
11,8,-0.33899,1.79777,0
11,9,-0.776772,1.65691,0
11,10,-1.16144,1.43885,0
11,11,-1.49759,1.10035,0
11,12,-1.69577,0.683198,0
11,13,-1.81843,0.228577,0
11,14,-1.80267,-0.218595,0
11,15,-1.71577,-0.68354,0
11,16,-1.47841,-1.07383,0
11,17,-1.18343,-1.4183,0
11,18,-0.786013,-1.68123,0
11,19,-0.341826,-1.79807,0
11,20,0.107233,-1.84069,0
11,21,0.570402,-1.71739,0
11,22,0.97892,-1.54185,0
11,23,1.32711,-1.25812,0
11,24,1.62957,-0.902666,0
11,25,1.771,-0.47778,0
12,0,0,0,0
12,1,1.79928,-0.0221848,0
12,2,1.7058,0.430081,0
12,3,1.55178,0.838908,0
12,4,1.29913,1.21899,0
12,5,0.93838,1.46846,0
12,6,0.565714,1.7135,0
12,7,0.0996718,1.73972,0
12,8,-0.333376,1.73134,0
12,9,-0.749269,1.59618,0
12,10,-1.11875,1.38764,0
12,11,-1.44047,1.06596,0
12,12,-1.63367,0.658952,0
12,13,-1.77288,0.222679,0
12,14,-1.75249,-0.209327,0
12,15,-1.66968,-0.665405,0
12,16,-1.42301,-1.03674,0
12,17,-1.13971,-1.36798,0
12,18,-0.76785,-1.63477,0
12,19,-0.324114,-1.75471,0
12,20,0.102914,-1.77416,0
12,21,0.556417,-1.65221,0
12,22,0.952978,-1.50199,0
12,23,1.27904,-1.21193,0
12,24,1.57152,-0.869882,0
12,25,1.70669,-0.46021,0
13,0,0,0,0
13,1,1.74646,-0.0220326,0
13,2,1.65059,0.411432,0
13,3,1.50741,0.804982,0
13,4,1.25968,1.18244,0
13,5,0.911456,1.41983,0
13,6,0.54501,1.6644,0
13,7,0.0963701,1.68165,0
13,8,-0.318295,1.67825,0
13,9,-0.725843,1.5474,0
13,10,-1.08113,1.34742,0
13,11,-1.39256,1.03468,0
13,12,-1.59062,0.650621,0
13,13,-1.72658,0.227517,0
13,14,-1.69798,-0.202479,0
13,15,-1.60927,-0.641457,0
13,16,-1.37232,-0.993436,0
13,17,-1.09998,-1.32074,0
13,18,-0.745336,-1.58531,0
13,19,-0.307557,-1.70498,0
13,20,0.0977653,-1.71264,0
13,21,0.535559,-1.60081,0
13,22,0.92871,-1.45485,0
13,23,1.23441,-1.17405,0
13,24,1.51895,-0.851692,0
13,25,1.66013,-0.458773,0
14,0,0,0,0
14,1,1.70487,-0.0209903,0
14,2,1.58597,0.395037,0
14,3,1.44883,0.773154,0
14,4,1.23062,1.14587,0
14,5,0.884772,1.3825,0
14,6,0.530263,1.62247,0
14,7,0.0923337,1.6151,0
14,8,-0.308463,1.61232,0
14,9,-0.699156,1.4863,0
14,10,-1.03895,1.2958,0
14,11,-1.3388,0.99526,0
14,12,-1.54353,0.636767,0
14,13,-1.67842,0.221594,0
14,14,-1.64211,-0.193034,0
14,15,-1.5633,-0.623358,0
14,16,-1.33626,-0.965537,0
14,17,-1.07064,-1.27216,0
14,18,-0.727313,-1.53524,0
14,19,-0.298022,-1.65936,0
14,20,0.0931669,-1.64613,0
14,21,0.524564,-1.56208,0
14,22,0.905265,-1.4193,0
14,23,1.18593,-1.12829,0
14,24,1.46135,-0.818134,0
14,25,1.6108,-0.454492,0
15,0,0,0,0
15,1,1.6548,-0.0175555,0
15,2,1.52358,0.371531,0
15,3,1.39286,0.744712,0
15,4,1.19244,1.10922,0
15,5,0.856789,1.33872,0
15,6,0.509617,1.55908,0
15,7,0.0892795,1.55734,0
15,8,-0.297263,1.55651,0
15,9,-0.672652,1.43588,0
15,10,-0.998475,1.25294,0
15,11,-1.28811,0.960352,0
15,12,-1.49582,0.626431,0
15,13,-1.63785,0.216188,0
15,14,-1.57594,-0.184906,0
15,15,-1.50134,-0.598755,0
15,16,-1.30316,-0.941522,0
15,17,-1.02797,-1.22093,0
15,18,-0.700377,-1.47854,0
15,19,-0.281059,-1.59999,0
15,20,0.0891473,-1.57958,0
15,21,0.508986,-1.50494,0
15,22,0.877362,-1.37644,0
15,23,1.13306,-1.08768,0
15,24,1.40616,-0.790357,0
15,25,1.55851,-0.440892,0
16,0,0,0,0
16,1,1.6046,-0.0122332,0
16,2,1.4612,0.348024,0
16,3,1.33691,0.716254,0
16,4,1.16492,1.06542,0
16,5,0.823247,1.30189,0
16,6,0.49522,1.51846,0
16,7,0.085313,1.51348,0
16,8,-0.285467,1.51014,0
16,9,-0.644456,1.39432,0
16,10,-0.974059,1.22575,0
16,11,-1.23459,0.920612,0
16,12,-1.43949,0.59413,0
16,13,-1.57413,0.196594,0
16,14,-1.5111,-0.169436,0
16,15,-1.45105,-0.578685,0
16,16,-1.26295,-0.91218,0
16,17,-0.997287,-1.17421,0
16,18,-0.68019,-1.42628,0
16,19,-0.271448,-1.55044,0
16,20,0.0850882,-1.53711,0
16,21,0.484324,-1.4629,0
16,22,0.853517,-1.32921,0
16,23,1.10391,-1.05435,0
16,24,1.35102,-0.762375,0
16,25,1.50679,-0.430603,0
17,0,0,0,0
17,1,1.55154,-0.00336352,0
17,2,1.39881,0.324518,0
17,3,1.28098,0.687781,0
17,4,1.12362,1.02904,0
17,5,0.776035,1.25482,0
17,6,0.472817,1.45567,0
17,7,0.0812908,1.44693,0
17,8,-0.273016,1.44465,0
17,9,-0.616228,1.33392,0
17,10,-0.931954,1.17406,0
17,11,-1.18403,0.885763,0
17,12,-1.39346,0.575545,0
17,13,-1.53602,0.191692,0
17,14,-1.46974,-0.166925,0
17,15,-1.41673,-0.554501,0
17,16,-1.2325,-0.882331,0
17,17,-0.9535,-1.12394,0
17,18,-0.651684,-1.36601,0
17,19,-0.256443,-1.48549,0
17,20,0.0773813,-1.50179,0
17,21,0.463589,-1.39954,0
17,22,0.807775,-1.28071,0
17,23,1.05871,-1.00534,0
17,24,1.29273,-0.73001,0
17,25,1.46334,-0.419337,0
18,0,0,0,0
18,1,1.49463,-0.00387814,0
18,2,1.33643,0.301012,0
18,3,1.22507,0.65929,0
18,4,1.08049,0.993422,0
18,5,0.744092,1.21817,0
18,6,0.455136,1.40245,0
18,7,0.0765447,1.40133,0
18,8,-0.264562,1.39169,0
18,9,-0.593674,1.28838,0
18,10,-0.885354,1.14552,0
18,11,-1.13818,0.867112,0
18,12,-1.34522,0.551267,0
18,13,-1.50913,0.188561,0
18,14,-1.40356,-0.158879,0
18,15,-1.35471,-0.530051,0
18,16,-1.17847,-0.843288,0
18,17,-0.91788,-1.06759,0
18,18,-0.630995,-1.3127,0
18,19,-0.246613,-1.43192,0
18,20,0.0736023,-1.453,0
18,21,0.436405,-1.35684,0
18,22,0.778491,-1.23479,0
18,23,1.01584,-0.969441,0
18,24,1.24313,-0.71636,0
18,25,1.41382,-0.406236,0
19,0,0,0,0
19,1,1.43772,0.00132769,0
19,2,1.27404,0.277505,0
19,3,1.16918,0.630784,0
19,4,1.0489,0.956771,0
19,5,0.725171,1.18649,0
19,6,0.455474,1.3604,0
19,7,0.0648584,1.3357,0
19,8,-0.253676,1.32592,0
19,9,-0.565779,1.22783,0
19,10,-0.843486,1.09364,0
19,11,-1.08457,0.827482,0
19,12,-1.28923,0.528871,0
19,13,-1.44379,0.175305,0
19,14,-1.3393,-0.141118,0
19,15,-1.31127,-0.512709,0
19,16,-1.14657,-0.808293,0
19,17,-0.893479,-1.02855,0
19,18,-0.614877,-1.25742,0
19,19,-0.242845,-1.4052,0
19,20,0.0567607,-1.42149,0
19,21,0.425534,-1.31649,0
19,22,0.736891,-1.18269,0
19,23,0.967592,-0.923439,0
19,24,1.20074,-0.700144,0
19,25,1.36505,-0.398052,0
20,0,0,0,0
20,1,1.38008,-0.000187233,0
20,2,1.24199,0.27508,0
20,3,1.11331,0.60226,0
20,4,1.00713,0.922997,0
20,5,0.675311,1.14224,0
20,6,0.434667,1.29707,0
20,7,0.0666727,1.26906,0
20,8,-0.241523,1.27322,0
20,9,-0.53689,1.18033,0
20,10,-0.810861,1.05533,0
20,11,-1.04039,0.801031,0
20,12,-1.24439,0.5113,0
20,13,-1.39241,0.178237,0
20,14,-1.30836,-0.133444,0
20,15,-1.27066,-0.481093,0
20,16,-1.12344,-0.783071,0
20,17,-0.872133,-0.997402,0
20,18,-0.586167,-1.19725,0
20,19,-0.230766,-1.33964,0
20,20,0.0584917,-1.35724,0
20,21,0.40505,-1.25335,0
20,22,0.716276,-1.15524,0
20,23,0.940002,-0.906766,0
20,24,1.16087,-0.688268,0
20,25,1.31548,-0.38482,0
21,0,0,0,0
21,1,1.33773,0.000897795,0
21,2,1.20503,0.266518,0
21,3,1.05566,0.568793,0
21,4,0.972836,0.887547,0
21,5,0.650747,1.11216,0
21,6,0.417077,1.26486,0
21,7,0.063498,1.23183,0
21,8,-0.232731,1.23587,0
21,9,-0.518043,1.1474,0
21,10,-0.773585,1.03284,0
21,11,-0.987152,0.760903,0
21,12,-1.18442,0.482168,0
21,13,-1.32628,0.169842,0
21,14,-1.24171,-0.131964,0
21,15,-1.24607,-0.450007,0
21,16,-1.10139,-0.759379,0
21,17,-0.827851,-0.947567,0
21,18,-0.566975,-1.15135,0
21,19,-0.225958,-1.2865,0
21,20,0.0566539,-1.30545,0
21,21,0.378092,-1.23584,0
21,22,0.689145,-1.12362,0
21,23,0.903006,-0.874642,0
21,24,1.12837,-0.687495,0
21,25,1.25111,-0.367482,0
22,0,0,0,0
22,1,1.30039,-0.00755137,0
22,2,1.15294,0.256301,0
22,3,1.01786,0.528722,0
22,4,0.930025,0.850918,0
22,5,0.632191,1.08894,0
22,6,0.40199,1.23713,0
22,7,0.059561,1.16528,0
22,8,-0.221268,1.17335,0
22,9,-0.490713,1.08911,0
22,10,-0.731941,0.980776,0
22,11,-0.927671,0.730795,0
22,12,-1.12928,0.468283,0
22,13,-1.26635,0.163077,0
22,14,-1.22606,-0.110283,0
22,15,-1.21013,-0.428691,0
22,16,-1.06771,-0.730997,0
22,17,-0.792709,-0.898167,0
22,18,-0.552773,-1.11348,0
22,19,-0.230553,-1.24125,0
22,20,0.0398121,-1.27439,0
22,21,0.358932,-1.20727,0
22,22,0.665073,-1.08867,0
22,23,0.854645,-0.828754,0
22,24,1.07153,-0.652653,0
22,25,1.19828,-0.359607,0
23,0,0,0,0
23,1,1.25527,-0.00480944,0
23,2,1.1363,0.242232,0
23,3,0.997977,0.510135,0
23,4,0.878247,0.813691,0
23,5,0.589357,1.05231,0
23,6,0.375213,1.17608,0
23,7,0.0584412,1.124,0
23,8,-0.213323,1.12744,0
23,9,-0.470998,1.05615,0
23,10,-0.694757,0.95666,0
23,11,-0.888951,0.713496,0
23,12,-1.07484,0.45889,0
23,13,-1.21145,0.161916,0
23,14,-1.19804,-0.0984783,0
23,15,-1.16978,-0.406369,0
23,16,-1.04369,-0.723587,0
23,17,-0.749684,-0.847243,0
23,18,-0.518449,-1.05633,0
23,19,-0.247755,-1.2068,0
23,20,0.0236968,-1.24173,0
23,21,0.338866,-1.1437,0
23,22,0.631026,-1.03498,0
23,23,0.802049,-0.78779,0
23,24,1.0465,-0.645313,0
23,25,1.17054,-0.360631,0
24,0,0,0,0
24,1,1.1985,-0.0101199,0
24,2,1.12052,0.238572,0
24,3,0.93926,0.478564,0
24,4,0.830883,0.766775,0
24,5,0.575414,1.02933,0
24,6,0.360618,1.16379,0
24,7,0.0574096,1.10238,0
24,8,-0.1967,1.10529,0
24,9,-0.447406,1.04262,0
24,10,-0.652807,0.904846,0
24,11,-0.835612,0.673504,0
24,12,-1.01306,0.433825,0
24,13,-1.14533,0.153404,0
24,14,-1.13862,-0.102369,0
24,15,-1.10535,-0.389232,0
24,16,-0.98681,-0.688808,0
24,17,-0.710657,-0.793194,0
24,18,-0.498719,-1.0075,0
24,19,-0.254882,-1.18936,0
24,20,0.0217512,-1.19745,0
24,21,0.324071,-1.0987,0
24,22,0.598454,-0.995538,0
24,23,0.77848,-0.786717,0
24,24,1.01127,-0.627237,0
24,25,1.13078,-0.354061,0
25,0,0,0,0
25,1,1.14254,-0.00790099,0
25,2,1.05925,0.234603,0
25,3,0.884942,0.439912,0
25,4,0.779999,0.726532,0
25,5,0.55034,0.993425,0
25,6,0.346987,1.15636,0
25,7,0.0553773,1.0486,0
25,8,-0.184459,1.03976,0
25,9,-0.419031,0.983253,0
25,10,-0.61619,0.868968,0
25,11,-0.797347,0.645522,0
25,12,-0.960865,0.420083,0
25,13,-1.09104,0.15062,0
25,14,-1.08854,-0.101277,0
25,15,-1.07402,-0.38333,0
25,16,-0.965729,-0.661297,0
25,17,-0.711747,-0.787085,0
25,18,-0.492156,-0.971159,0
25,19,-0.248898,-1.15627,0
25,20,0.0177759,-1.16151,0
25,21,0.305277,-1.03474,0
25,22,0.563166,-0.938976,0
25,23,0.750072,-0.767134,0
25,24,0.953406,-0.594136,0
25,25,1.06649,-0.336402,0
26,0,-0.00132696,0.00163532,0
26,1,1.08634,-0.00573093,0
26,2,1.02183,0.232321,0
26,3,0.868629,0.438814,0
26,4,0.770468,0.692552,0
26,5,0.530226,0.952377,0
26,6,0.322614,1.12901,0
26,7,0.0482755,1.01952,0
26,8,-0.18394,1.01647,0
26,9,-0.400805,0.963541,0
26,10,-0.588405,0.84448,0
26,11,-0.764306,0.630713,0
26,12,-0.936067,0.410922,0
26,13,-1.04215,0.152412,0
26,14,-1.02189,-0.0997064,0
26,15,-1.00906,-0.368336,0
26,16,-0.907453,-0.628919,0
26,17,-0.704812,-0.769995,0
26,18,-0.463237,-0.911092,0
26,19,-0.235912,-1.09088,0
26,20,0.0145935,-1.09492,0
26,21,0.276685,-0.974513,0
26,22,0.530942,-0.899561,0
26,23,0.727966,-0.748313,0
26,24,0.911746,-0.573884,0
26,25,1.02058,-0.326578,0
27,0,0,0,0
27,1,1.01967,-0.0056244,0
27,2,1.02331,0.221269,0
27,3,0.880405,0.439733,0
27,4,0.748687,0.679338,0
27,5,0.495492,0.895474,0
27,6,0.328801,1.1024,0
27,7,0.0443888,0.952963,0
27,8,-0.176897,1.01749,0
27,9,-0.391167,0.958836,0
27,10,-0.547159,0.792104,0
27,11,-0.749969,0.624897,0
27,12,-0.874346,0.385722,0
27,13,-0.977356,0.146087,0
27,14,-0.956908,-0.0848029,0
27,15,-0.961449,-0.352331,0
27,16,-0.870597,-0.597121,0
27,17,-0.680821,-0.754471,0
27,18,-0.448066,-0.881649,0
27,19,-0.249166,-1.04057,0
27,20,0.022919,-1.09287,0
27,21,0.259082,-0.95559,0
27,22,0.497419,-0.862021,0
27,23,0.702644,-0.732433,0
27,24,0.888734,-0.558701,0
27,25,0.992025,-0.323933,0
28,0,-0.0185114,-0.0102108,0
28,1,0.953008,-0.00551787,0
28,2,0.956648,0.221376,0
28,3,0.828568,0.424978,0
28,4,0.711169,0.642977,0
28,5,0.469601,0.850913,0
28,6,0.294067,1.04549,0
28,7,0.0528167,0.912711,0
28,8,-0.157992,1.00798,0
28,9,-0.3828,0.933405,0
28,10,-0.494726,0.757023,0
28,11,-0.730452,0.599482,0
28,12,-0.812756,0.386354,0
28,13,-0.942291,0.16597,0
28,14,-0.932701,-0.0810855,0
28,15,-0.914907,-0.329489,0
28,16,-0.857686,-0.583165,0
28,17,-0.675,-0.734912,0
28,18,-0.467866,-0.887363,0
28,19,-0.251857,-1.01149,0
28,20,0.011537,-1.02718,0
28,21,0.237178,-0.938765,0
28,22,0.467858,-0.833762,0
28,23,0.654739,-0.686069,0
28,24,0.830878,-0.525577,0
28,25,0.931149,-0.302327,0
29,0,0.0156755,-0.0274655,0
29,1,0.923926,0.00590382,0
29,2,0.930879,0.207906,0
29,3,0.818011,0.431049,0
29,4,0.702828,0.65328,0
29,5,0.473066,0.851641,0
29,6,0.303878,1.0135,0
29,7,0.0487203,0.84617,0
29,8,-0.149625,0.982075,0
29,9,-0.356252,0.9098,0
29,10,-0.501822,0.746355,0
29,11,-0.707443,0.615323,0
29,12,-0.844367,0.40404,0
29,13,-0.917143,0.180171,0
29,14,-0.911195,-0.0743387,0
29,15,-0.90879,-0.315025,0
29,16,-0.847631,-0.561567,0
29,17,-0.623478,-0.695965,0
29,18,-0.432353,-0.8327,0
29,19,-0.256591,-0.968423,0
29,20,-0.0116921,-1.02395,0
29,21,0.221157,-0.920679,0
29,22,0.436841,-0.79591,0
29,23,0.619225,-0.662283,0
29,24,0.796376,-0.502193,0
29,25,0.893414,-0.286962,0
30,0,-0.00255776,0.00408798,0
30,1,0.907053,-0.00252908,0
30,2,0.866963,0.215082,0
30,3,0.759438,0.399211,0
30,4,0.654165,0.607712,0
30,5,0.438271,0.794775,0
30,6,0.282774,0.950316,0
30,7,0.0446239,0.77963,0
30,8,-0.123425,0.960455,0
30,9,-0.357817,0.940575,0
30,10,-0.491743,0.724029,0
30,11,-0.705887,0.620151,0
30,12,-0.86148,0.414234,0
30,13,-0.851169,0.170588,0
30,14,-0.844959,-0.0667675,0
30,15,-0.846514,-0.291231,0
30,16,-0.793211,-0.523058,0
30,17,-0.580435,-0.645055,0
30,18,-0.457222,-0.827345,0
30,19,-0.276072,-0.951082,0
30,20,-0.0289927,-1.00849,0
30,21,0.201566,-0.891778,0
30,22,0.401338,-0.771748,0
30,23,0.608543,-0.652715,0
30,24,0.76454,-0.489062,0
30,25,0.838779,-0.252687,0
31,0,0.0296791,-0.0341631,0
31,1,0.864295,0.0184081,0
31,2,0.820615,0.20677,0
31,3,0.720497,0.40151,0
31,4,0.621361,0.573486,0
31,5,0.437596,0.755862,0
31,6,0.268844,0.899796,0
31,7,0.0128474,0.724913,0
31,8,-0.104012,0.923374,0
31,9,-0.350216,0.931479,0
31,10,-0.459214,0.696329,0
31,11,-0.696412,0.595091,0
31,12,-0.836612,0.35238,1
31,13,-0.786544,0.183968,1
31,14,-0.828087,-0.0554727,0
31,15,-0.810874,-0.267243,0
